q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41
46462459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks how to download the reserved game.
46462205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likes the art and asks if the game supports co-op.
46462158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when the game will launch; finds the art cute and appealing.
46462080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when the game will launch.
46461873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when the game will be listed/released.
46461841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks whether it is possible to download now.
46461818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when the game will launch.
46461666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when it will be playable.
46461640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when a public beta will start; finds the game very cute.
46461611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes the game goes live soon.
46461473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when the game will launch.
46461129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The micro-world concept reminds them of The Secret World of Arrietty; very excited.
46461126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when the game will launch.
46460996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very excited; loves the soothing art style.
46460964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes for a feature to build together with friends.
46460945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Requests features: farming, house building, and dress-up."
46460923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when it will be playable.
46460912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Has reserved; asks when they can play.
46460805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complains they cannot download or figure out how to play; finds it meaningless without access.
46460612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notes it hasn't launched yet but really wants to play.
46460421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asks to simplify gameplay, comparing to Eggy Party."
46460343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when the game can be downloaded.
46460317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Believes the PV's visual fidelity is unrealistic on mobile; hopes the mobile version is not heavily downgraded.
46460296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expresses confusion about the game's name (asks 'Infinite small?').
46460242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Says it is super fun with a strong atmospheric art style.
46460195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when it will launch.
46459566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loves the art style; asks when public beta starts.
46459496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frustrated after days of waiting without being able to play; losing patience.
46459350,,,,,,,,,1.0,"Believes (per claims) the game won't force tasks and is not grindy, unlike Heart Town which feels grindy and has expensive clothing gacha with high pity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thinks the art is very cute; compares negatively to Heart Town's grind and costly gacha.
46459320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notes the game is in reservation phase and likely not playable yet.
46459133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks how to enter the game.
46458772,,,,,,,,,1.0,"States that outfits can be freely matched and daily tasks are not required, implying a light, non-grindy progression.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very excited after seeing the video; likes the art style.
46458482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks how to download a reserved game.
46458462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheering the game on and says they will spend money if it surpasses Heart Town.
46458367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when servers open or if there will be a beta.
46458221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when the game will be playable.
46458010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when the game will launch.
46457696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Says the scene has strong visual impact and the game looks worth playing.
46457663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when the game will launch; very excited.
46457429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Says it's fun and gives a shrunken, micro-world feeling."
46457221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks when public beta will start.
46457027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Worried about deceptive monetization; asks the game not to be pay-to-win or predatory.,,,,,,,,,,,
46456154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests online multiplayer/town-style social features similar to Heart Town.
46455957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46455950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyped by the fairy-tale micro-world vibe from a big studio; strong anticipation.
46455940,,,Co-op/platforming-style mini-games mixed with simulation/management.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Praises art, loves fuzzy materials; concerned about Tencent’s operations and potential PV/gameplay gap."
46455648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46455383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46454919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,Asks for low grind and low monetization with event/task earnables; quit a competitor due to heavy monetization.,,,,,,,,,,,
46453888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praises art and says gameplay looks interesting; asks about release timing.
46453733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive on art and originality; says it feels fresh with some clever ideas; hopes for good execution.
46453449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Came from Heart Town; says this game’s visuals look great.
46453097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finds the art adorable; excited for a refined farming sim; cautious about Tencent’s handling.
46453013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46452464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loves the cute art; bored of Heart Town and wants this to launch soon.
46452028,,,"Mentions team-based PvE (co-op dungeons, tea-cup rafting to fight enemies) and wants optional AI teammates.",,,,,,,,,,,,"Life-sim loop with character customization, planting (e.g., strawberries in pots), gathering materials, cooking for the tiny folk, building/visiting friends’ worlds, and exploring multiple themed areas (e.g., aquarium), with day-night/weather and desired seasons.",True,,,,,,,,,,,,,,,,,True,Observed a Momo collaboration (pink dinosaur plush costume).,0.0,Integration appears cosmetic-only based on the costume mention.,,,,,"Requests deeper avatar customization (face shape, eye types, adjustable ears/elf ears) and optional AI teammates; hopes for seasonal changes and richer exploration."
46451904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Asks the game not to be stingy and to avoid high-start-low-finish operations; hopes for healthy monetization and ops.,,,,,,,,,,,
46451454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46450523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46450446,,,,,,,,,,,,,,,Fashion/cosmetic loop with lots of outfits and the ability to craft/sew clothing.,True,,,,,,,,,,,,,,,,,,,,,,,,,Wants many pretty outfits and a tailor/crafting system.
46450194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46449750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly requests viable solo progression not bound to social systems; drawn by soothing UI.
46449442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accuses the game of plagiarism.
46449010,,,,,,,,,,,,,,,Home decoration and house-building focus with minimal chore-like tasks.,True,,,,,,,,,,,,,,,,,,,,,,,,,Wants less task-grind and more focus on decorating the home.
46448322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wants high freedom and fewer miscellaneous mini-games.
46448173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46448079,,,,,,,,,,,,,,,Resource collection/harvesting loop; prefers one-tap or auto-pickup over vacuum-style collection.,True,,,,,,,,,,,,,,,,,,,,,,,,,"Suggests changing collection method to avoid vacuum-suck style, referencing negative experience in another game."
46447850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests face sculpting; critiques eye spacing and foot size/walk animation.
46447776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wants a clean, clear UI and leveraging QQ/WeChat integration."
46447663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loves the soothing art; high anticipation.
46447443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,"Wants monetization limited to cosmetics (clothes), not furniture; requests outfits that match the art style (no flashy wings).",,,,,,,,,,,Strong preference for style-consistent cosmetics.
46447408,,,,,,,,,,,,,,,"High-freedom building and exploration with creative cooking and makeup systems, plus role/profession play (e.g., barber apprenticeship) and rich object interactions.",True,,,,,,,,,,,,,,,,,,,,,,,,,"Wants co-op options, free-form cooking/makeup, professions, vending/stalls, and many interactive props; expects PC client visual fidelity."
46446949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks whether the game supports multiplayer.
46431416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests a DIY companion character for solo play and optional downloads for mini-games/dungeons to save storage.
46446502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very high anticipation due to soothing visuals; anxious about the wait and test access.
46446414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concerned about the game’s profitability and Tencent’s resource allocation; cautiously optimistic.
46445749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticizes domestic online games for being derivative 'Franken-games'.
46445399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes there’s no forced social; wants room for introverted players.
46443899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wants more handsome/cute NPCs; says it looks better than another recent release.
46443628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Says if PV and actual gameplay match closely, it will be excellent."
46443143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dislikes landscape-only; requests a portrait mode for office workers.
46443039,,,,,,,,,,,,,,,"Build and decorate a dream home, collect and manage resources to develop a small world; emphasis on cosmetic and furniture variety.",True,,,,,,,,,,,,,,,,,,,,,,,,,"Wants rich outfits and furniture to construct a cozy, dreamy home."
46443026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Says it looks good and more technically competent than a competitor.
46442753,,,,,,,,,,,,,,,Economy loop: earn coins via exploration/quests and spend them in a clothing shop.,True,,,,,,,,,,,,,,,,,,,,,,,,,Requests a large map and a coin-based shop for outfits.
46442516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wants performance options (auto resource cleanup), non-forced social, focus on farming/management, and mod support for long-term engagement."
46442142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks about open beta; doesn’t like to pre-register.
46442014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks about open beta; considers Starry Cloth Valley a competitor.
46441900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly hopes for freer face customization and dressing; OC players are excited.
46441425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likes the art; asks for good optimization and stability expected from a big studio.
46441326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art style perfectly appealing; hopes actual implementation keeps the same fidelity.
46441268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and gameplay look attractive; characters and clothing are cute; urges devs to listen to player feedback.
46441185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Asks the game not to be grindy.,,,,,,,,,,,Thinks it looks like an open-world run-around with fairy-tale vibe; concerned about grind.
46441006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro-world fantasy strongly appealing; PV and demo sold them; eager to invest time/resources.
46441001,,,,,,,,,,,,,,,Construction/building system that feels soothing and stress-relieving.,True,,,,,,,,,,,,,,,,,,,,,,,,,Very interested in the building system; praises part designs.
46440628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46440365,,,,,,,,,,,,,,,"Exploration beyond the room with gentle, relaxing collection mechanics.",True,,,,,,,,,,,,,,,,,,,,,,,,,Hopes content difficulty stays low and relaxing.
46440236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46440183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46440099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sees market rivalry with miHoYo’s sim game; prefers Tencent due to convenient QQ login.
46440092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instantly pre-registered due to the art; wants the Upa pet.
46440080,,,,,,,,,,,,,,,Island-building plus a variety of multiplayer mini-games to extend longevity beyond pure farming/fishing.,True,,,,,,,,,,,,,,,,,,,,,,,,,Says island building and mini-games look well-crafted; contrasts with a competitor’s weak island-building and gacha.
46439884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trailer has strong atmosphere; soothing music and warm visuals with solid quality.
46439814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claims it imitates Heart Town and is jumping into the profitable trend.
46439670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"Expresses willingness to spend on Tencent’s monetization, expecting fewer controversies compared to others.",,,,,,,,,,,Art quality is very appealing; positive attitude toward spending if quality holds.
46439264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Very eager to play; loves the cute, delicate art."
46439219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finds the music soothing; wants the OST released early.
46438926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warns that PV/actual visual gap kills hype; urges showing real gameplay.
46438850,,,,,,,,,,,,,,,"Forest gathering/collection (e.g., pollen and dew) as part of the relaxing loop.",True,,,,,,,,,,,,,,,,,,,,,,,,,PV is very attractive; loves the forest collection concept.
46435861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loves the unique micro-world perspective where everyday items become huge; finds it fresh.
46438394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wants to build a cute, brick-assembled Formula car—hopes for creative building options."
46438384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Requests higher scene texture fidelity, no invisible walls, large open maps, tasteful exploration cues, and light social lobbies (e.g., 8-player rooms) with sellable romantic effects."
46438374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Expects Tencent-style gacha/cosmetics pricing to be more affordable than a competitor’s very expensive pools; thus optimistic about spending fairness.,,,,,,,,,,,
46438027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes it plays similarly to Heart Town.
46437936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praises the refined hand-painted art and dreamy lighting; very immersive visuals.
46437864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46437740,,,Perceived as a blend of It Takes Two-style co-op with Heart Town-like life sim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Identifies the game as a mix of co-op adventure and life simulation.
46437715,,,,,,,,,,,,,,,"High-freedom building focus with many interactive items; solo island with invite-only multiplayer; simple, cute clothing.",True,,,,,,,,,,,,,,,,,,,,,,,,,Wants more object interactions and to avoid flashy late-game effects.
46437584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expresses simple liking for the game.
46437543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks whether it’s buy-to-play.
46437406,,,,,,,,,,,,,,,"Beyond standard farming/fishing, adds adventure in a micro-world theme, with strong art/production values.",True,,,,,,,,,,,,,,,,,,,,,,,,,Most appealing among recent life-sim games; trusts big-studio quality; anticipates release next year.
46437397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46437382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46437277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks whether it supports multiplayer.
46436689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Will spend if the game is fun and not grindy; implies concern about heavy grind.,,,,,,,,,,,Loves Arrietty-like tiny-world theme and sim/management gameplay.
46436588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46436022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Critiques avatar face proportions (wide eye distance gives a silly look).
46435974,,,,,,,,,,,,,,,House-building and construction with desire for more materials/furniture and higher building freedom.,True,,,,,,,,,,,,,,,,,,,,,,,,,Asks about building freedom; wants better variety and continuity in styles than a competitor.
46435706,,,Looks like It Takes Two-style co-op adventure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notices strong similarity to It Takes Two.
46435666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks if it will launch on Steam and be free; inquires about Steam release timing.
46435637,,,,,,,,,,,,,,,"Focus on well-made fashion, housing, and exploration; avoid cluttered events and messy UI.",True,,,,,,,,,,,,,,,,,,,,,,,,,Open to spending if clothes/furniture quality and exploration feel are done well.
46433388,,,,,,,,,,,,,,,Home building and dress-up; collect materials to craft furniture/clothes or earn money to buy them; focus on lively NPC/animal interactions similar to Animal Crossing.,,2.0,Demo only showed gifting and lying on chairs; lacked meaningful interactive or economic loops.,-2.0,Showcase did not explain how to earn/craft; concern it might rely on paid collection for cosmetics/furniture.,,,,,,,,,-2.0,Fears building and dress-up are primary monetization leading to pure paid collection.,,,,,,,,,,,Finds gameplay demo boring and unclear about core loop; requests AC-like dynamic NPC behaviors and meaningful activities.
