question_code,question_content,synthesis_answer
q16,"Does the secondary loop match tycoon/crafting (e.g. Township, Hay Day)? (True/False/“N/A”)","{None: 713, False: 15, True: 1}"
q17,Rate simplicity of the secondary loop: -2 to 2 or “N/A”,"{'overall_score': 0.16666666666666666, 'detailed_scoring': {None: 717, 1.0: 6, -1.0: 4, 0.0: 2}}"
q18,Reason for previous question’s rating,"- Early auto battle enables hands-free play; exploration supports auto-pathing. [46928089]
- Lack of sweep/skip makes routine farming tedious and slow. ""No sweep; too time-consuming."" [46834000, 46832432, 42512938]
- Boss fights and towers consume lengthy time even when idling. [46834000, 46832432]
- Skill-axis customization is powerful but time-consuming to configure. [46832432, 43763811]
- One-click team and equip setup simplifies routine management. [46928089]
- Auto AI usage feels suboptimal without meticulous setup. [46834000, 43763811]
- System depth (roles, weapons, pets, attributes) feels complex and grind-heavy. [46832540, 46928089]
- Poor guidance on mechanics, statuses, and slots confuses players. [46834000]
- Navigation QoL lacking; mini-map enlargement and smarter teleport requested. [46834000]
- Daily tasks simplified, but rewards feel stingy. [46895365]
- Co-op raids lack kick/limits; AFK freeloaders frustrate rooms. [46895365]
- Alchemy and proof drops feel opaque, low, and grindy. [46823964, 46834000]
- Early progression accessible; material dungeons moderate and soloable. [46819346]
- Exploration loop shallow; few interactions cause quick boredom. [46955237]
- Routine UI lacks convenience: auto-claim, quick joins, filters. [43763811, 42512938]
- Confusing class/attribute conversions and team auto-switching frustrate. [46817957]
- Time demands and grind deter continued play. [46832540, 46823964]"
q19,Rate resources earned from the secondary loop: -2 to 2 or “N/A”,"{'overall_score': 0.0, 'detailed_scoring': {None: 719, 1.0: 4, -1.0: 4, -2.0: 1, 2.0: 1}}"
q20,Reason for previous question’s rating,"- Early loops grant abundant gacha currency; 100–200+ pulls achievable quickly. [46820456, 46819346, 42512938]
- Stamina is easy to gain via exploration/alchemy; many report overflow without sweep. [46820456, 46834000, 42512938]
- Green stamina stacks up; daily gifts exacerbate overflow. [46834000]
- Red stamina potions can be crafted via alchemy from junk. [46834000]
- “Raid Proof” tickets are scarce; drop rates feel too low. [46834000]
- Weapon upgrade materials lack dedicated farming; players are frequently short. [46834000]
- Weapon/magic drops are plentiful, but breakthrough gold mats are painfully rare. [46890101]
- Hidden/rare weapons seldom drop; common weapon overflow lacks recycling options. [46890101]
- Alchemy provides alternative resources but feels grindy and poorly explained. [46834000, 46823964]
- Fishing yields low-value materials; bait is limited and underwhelming. [46895365, 46890101]
- Daily task rewards were simplified and feel “significantly reduced.” [46895365]
- Co-op rewards feel unfair; AFK players earn nearly the same as contributors. [46895365]
- Players request contribution-based rewards and better host benefits in co-op. [46825160, 46834000]
- Co-op loot reliability was buggy (low/no drops), later adjusted to guaranteed drops. [42512938]
- Coin income initially insufficient for upgrades; later sources improved earnings. [42512938]
- Compensation during server issues gave extra resources, easing early team setup. [46928089]
- Point shop needs better items; higher contribution should yield more points. [46825160]
- Tower, dailies, weeklies, and sign-ins provide substantial pull resources. [46820456, 42512938]"
q21,Rate frequency of content/meta updates: -2 to 2 or “N/A”,"{'overall_score': 0.6923076923076923, 'detailed_scoring': {None: 716, 1.0: 8, -1.0: 3, 2.0: 2}}"
q22,Reason for previous question’s rating,"- Many praise quick bugfix cadence; devs active and communicative. [46934689, 46830074, 46819283, 43761110]
- Hotfixes sometimes pushed even on weekends during tests. [42512938]
- Others report slow responses; critical bugs persist 10+ hours or overnight. [46825957, 46909211]
- Frequent regressions suggest chaotic patch cycle — ""Fix today, break tomorrow."" [46912141]
- Content updates occur (new events/dungeons), but story additions feel sparse. [43763811, 46841939, 46824943]
- Limited improvement between test phases despite months passing. [42512938]
- Balance and drop-rate changes seem reactive to events, not proactive. [46825957]
- Some note timely server fixes with generous compensation. [46841939]
- Steady improvements observed, but studio efficiency considered low. [46819336]"
q23,Does the game have a gacha guarantee system? (True/False/“N/A”),"{None: 699, True: 26, False: 4}"
q24,"Briefly describe the gacha guarantee system if answer to previous question is True, else answer “N/A”","- ""30 pulls pity"" guarantees an SSR, widely noted in tests. [46928089, 46834000, 46841939]
- Hard pity at 200 pulls allows selecting one UP unit. [46860366, 46834492]
- 30-pull pity yields a random SSR; not guaranteed UP. [46860366, 46825423]
- Mixed pools (characters, weapons, monsters) increase off-banner results. [46860366, 46832432]
- Multiple UPs per banner reduce individual UP odds. [46834492, 46821284]
- Pity progress resets when banners change; no carryover. [46830120]
- Some banners: two limited UP, one permanent, one friend pool. [46928089]
- Monsters reportedly have no pity; very low drop rates. [46860366, 46837066]
- Players reported 400–500 pulls without any UP despite pity. [46915562, 46934579]
- Many advise saving for the 200-pull “well” to secure targets. [46834492, 46860366]"
q25,Rate reasonableness of gacha pull price: -2 to 2 or “N/A”,"{'overall_score': -0.25, 'detailed_scoring': {None: 721, 1.0: 4, -1.0: 2, -2.0: 2}}"
q26,Reason for previous question’s rating,"• 30-pull SSR pity reported; views differ on fairness. [46841939, 46846781, 46820456, 42512938]
• Pull price praised as low, about 10 RMB per draw. [46841939]
• Others find ten-pull cost high and not reasonable. [46819129]
• Reported costs vary: 100–150 currency per pull; 1000–1500 per ten-pull. [46846781, 42512938, 46820456]
• 6 RMB ≈108 diamonds (~1 pull); perceived as pricey. [46906079]
• Multi-up banners hinder targeting; players expect to hit pity often. [46830519]
• Specific UP spark cited at 20000; seen as heavy. [46830519]
• Pity system called harsh; duplicates reported frequently. [46923269]
• Test welfare generous; 100+ pulls day one reduced pressure. [46820456]
• Compensation granted ~110 pulls in test; launch generosity uncertain. [46846781]
• Building 4–6 element teams increases demand; gacha feels average. [46841939]
• Some twice reached pity for beasts; worry about spend and grind. [46906079]
• Characters are complete without dupes, easing spending pressure. [46820456, 42512938]"
q27,Rate major feature access for non-paying users: -2 to 2 or “N/A”,"{'overall_score': 0.1875, 'detailed_scoring': {None: 713, 1.0: 10, -2.0: 4, -1.0: 1, 2.0: 1}}"
q28,Reason for previous question’s rating,"• Many say core content is playable without paying; grind substitutes for spending. [46955557, 46942153, 46860366, 46824943]
• Test welfare generous: quick 200 pulls and free SSRs help F2P progression. [46819470, 46819346]
• Zero-spenders report acceptable early game; basic dungeons can be soloed. [46878130, 46819346]
• High-end raids feel paywalled; ""No pay, don't solo dungeons."" [43495890]
• Building four-element teams greatly raises resource demands, challenging F2P. [46860366, 46841939, 46831284]
• Mixed gacha pools and limited pity hinder targeted F2P roster building. [46860366, 46877782, 46896729]
• Co-op rewards favor MVP or host; newcomers often get little or nothing. [46860366, 46877782, 42512938]
• Non-gacha weapons and monsters can be maxed by grinding; paid outperform. [46854207]
• Some see light monetization; others say only heavy spending keeps pace. [46942153, 46912967]
• Low population and weak assistance systems block F2P in harder co-op. [46912967]
• Lower pull price and 30-pull SSR pity slightly aid F2P. [46841939, 42512938]
• Generous welfare but no auto/sweep increases F2P time burden. [46860366, 46841939]"
q29,"Rate spending pressure: -2 (heavy/annoying) to 2 (elegant/subtle), or “N/A”","{'overall_score': -0.851063829787234, 'detailed_scoring': {None: 682, -1.0: 22, -2.0: 14, 1.0: 10, 0.0: 1}}"
q30,Reason for previous question’s rating,"- Strong aversion to gacha; many wish it were buy-to-play instead. [44673914, 43649608, 42568919]
- “Ten-pull” pre-registration rewards signal gacha; some lose interest instantly. [42548239, 42536815, 42526144]
- Monetization depth seen as heavy; many gift packs and recharge prompts. [46928089, 46891707, 46818874]
- About 10 RMB per pull; perceived as pricey over time. [46841939]
- Pity noted: SSR every 30 pulls; UP exchange at 200 pulls. [46860366, 46841939, 46825423]
- Some banners reportedly lack pity; pets have no pity. [46896729, 46860366]
- Extremely low pet rates cited (e.g., 0.01%). [46875475]
- Mixed pools (characters/weapons/monsters) dilute targeting; UP odds feel weak. [46860366, 46886382, 46825423]
- Progress reportedly reset across banners, angering spenders. [46830120]
- Forced multi-element teams multiply costs; “raise four teams” pressure. [46830519, 46841939, 46825423]
- Building multiple teams called prohibitively expensive for completionists. [46831284, 46828079]
- Co-op rewards favor high-investment players; non-spenders struggle to solo. [43495890, 46877782]
- Whales gain big via UP weapons/pets and MVP reward gaps. [46860366, 46877782]
- Some testers felt F2P viable; spending accelerates progression. [46860366, 46819346, 46878130]
- Light spenders reported completing elemental teams during tests. [46839800, 46852852]
- Concern welfare will shrink at launch, increasing spend pressure. [46842305]"
q31,Rate quality/quantity of free rewards: -2 to 2 or “N/A”,"{'overall_score': 1.2894736842105263, 'detailed_scoring': {None: 691, 1.0: 18, 2.0: 17, -1.0: 3}}"
q32,Reason for previous question’s rating,"- Test phase widely praised for generous freebies: ~200 initial pulls and large diamond grants. [46948892, 46834000, 46879530, 46909260]
- Some received 10,000 diamonds via mail; others noted many ticket gifts. [46825423, 46874488]
- Several reported 400–500 free pulls during testing, mostly from mailbox distributions. [46915562, 46903937]
- Compensation after outages/bugs was substantial for some, e.g., ~110 pulls. [46826556, 46928089, 46841939]
- Others criticized compensation as stingy, delayed, or limited to standard-ticket giveaways. [46825957, 46834492]
- Ongoing income estimates: roughly 80+ pulls per month from tower and actives. [46834492, 42512938]
- Story progression grants three free fire SSRs, easing early team building. [46819470, 46819346, 43670677]
- Despite quantity, mixed pools and off-rate make UP acquisition feel poor. [46915562, 46825423, 46895365, 46847370]
- Players worry generosity is only for tests; launch rewards may shrink. [46948892, 46834883, 46842305, 46903937]
- A minority felt free resources were insufficient, reducing motivation to continue. [46821148]
- Requests: 200-pull selector, lock-in targets, and generally bolder giveaway strategy. [46903937, 46820456, 46895365]
- One claim of rating incentives: 10k diamonds for scores above eight. [46843528]"
q33,Does the game integrate IP? (True/False if says none/“N/A” if not mentioned). Briefly describe.,{None: 729}
q34,"Briefly describe the IP if answer to previous question is True, else answer “N/A”",• No reviews matched.
q35,Rate IP integration depth: -2 to 2 or “N/A”,"{'overall_score': None, 'detailed_scoring': {None: 729}}"
q36,Reason for previous question’s rating,• No reviews matched.
q37,Rate lightness of installation file: -2 to 2 or “N/A”,"{'overall_score': -1.0, 'detailed_scoring': {None: 728, -1.0: 1}}"
q38,Reason for previous question’s rating,"• Install size seen as large (""a full 2GB"") for limited content. [46819244]
• 2.5D backgrounds blamed for bloated size. [46819244]"
q39,Rate in-game download experience: -2 to 2 or “N/A”,"{'overall_score': -2.0, 'detailed_scoring': {None: 728, -2.0: 1}}"
q40,Reason for previous question’s rating,"- Post-update, player couldn't log in and update failed repeatedly [46892372]
- Update process triggers network drop; ""disconnects when update starts"" [46892372]
- User uninstalled due to failed updates and access issues [46892372]"
q41,Briefly list other issues (not captured by the questions above),"• Frequent black screens, crashes, and freezes, sometimes immediately on launch. [46944148, 46904258, 46858443]
• Severe performance issues: lag, frame drops, overheating, high battery drain. [46899786, 46882284, 46829636]
• Network instability: disconnects, login failures, repeated relogin prompts. [46830120, 46828300, 46851167]
• Wi‑Fi login failures; mobile data required for access. [46832792, 46828590, 46852920]
• Server outages and rollbacks causing lost progress or rewards. [46924821, 46876326, 46830120]
• Purchases or gacha items missing after payment; “swallowed” banners/UI. [46928613, 46818522, 46851291]
• Co‑op lobbies lack kick/limits; leechers stall starts and share rewards equally. [46895365, 46823238]
• Co‑op ready system allows cancel spamming; no passworded rooms. [46895365, 46825352]
• Rewards sometimes not granted in co‑op; MVP/host chests “eaten”. [46875475, 46831059]
• Co‑op room caps and entry failures hinder matching. [46895365, 46877074]
• No battle reconnection; disconnects forfeit runs. [46825708, 46895365]
• Auto battle/skill queue bugs: skills not added, reset or not triggering. [46958908, 46925128, 46912141]
• “Auto exploration” progress stuck and not advancing offline. [46909211]
• Quest blockers: bonfire talk loop, early mission lock, “天启骑士” softlock. [46904513, 46903930, 46869952]
• Resume from background causes black screen; must restart app. [46849849, 46923015]
• UI/UX: fixed center joystick, no customization; hard to control single‑handed. [46934951, 46829636, 44473088]
• No horizontal mode despite promotion; orientation toggle missing. [46958102, 46912163, 46819708]
• Minimap poor: opens world map; no zoom for local areas. [46874622, 46834733]
• Auto pathing ignores nearest teleports; unnecessary long runs. [46834000]
• Interaction hitboxes finicky; chests/doors mis-detected. [46846781, 46842449]
• Red‑dot notifications persist; backpack “New” clears are tedious. [46825160, 46835912]
• Missing or unclear buff/effect descriptions; frequent text garbling. [46899786, 46877782, 46834000]
• “Asdasd” placeholders and random letters in skill details. [46958908, 46834000]
• Inconsistent terminology: “队伍” excludes backline; confuses players. [46877782]
• Missing monster/codex; hard to find material sources. [46899786]
• Limited tutorial/guidance for crafting, jobs, and drop sources. [46834000, 46831059]
• Inventory management lacks locks; fear of accidental mass disassembly. [46825160]
• Can’t decompose or repurpose duplicate weapons; no material refund. [46887887, 46912967]
• Weapon system confusing: many slots; unclear who equips what. [46928613, 46834000]
• Visual clarity issues: excessive VFX “light pollution,” dim scenes, screen flicker. [46899786, 46818381, 46843562]
• Art concerns: alleged AI/borrowed assets; inconsistent style quality. [46850948, 46809135, 46958102]
• Missing or weak combat animations; no ultimate/summon cut‑ins. [46818381, 46819283]
• Audio feedback and BGM lack variety; SFX feel flat. [46874488, 46819129]
• Story writing criticized: juvenile, internet slang breaks immersion. [46851775, 46957862, 46819510]
• No voiceover; text/fonts cramped or hard to read. [46823494, 46834000]
• Event or shop bugs: timers reset, shops unrefreshed, currencies useless. [46895365, 46830120]
• Excess currencies cause confusion. [46958102]
• Small map content and side quests feel sparse; exploration unrewarding. [46899786, 46874622]
• Stamina/AP/BP changes mid‑test without notice; costs spiked. [46876326, 46877074]
• Customer support hard to find or unresponsive; report buttons ineffective. [46906084, 46818352]
• World chat and on‑screen players reduce immersion; option to hide requested. [46842449, 46184981]
• Some devices cannot launch; “黑屏有声音” cases reported. [46923015, 46827338]
• Localization/typos: homepage slogan misspells; in‑game ads feel intrusive. [46875375, 46818874]
• Fishing feature unclear utility; no rewards beyond minor mats. [46895365]
• No male protagonist option; gender lock harms immersion. [46851775, 45064073, 46818564]
• “Quote: bug上长了个游戏” sentiment reflects frustration. [46909211]"
