question_code,question_content,synthesis_answer
q11,Rate hero balance: -2 to 2 or “N/A”,"{'overall_score': -1.6071428571428572, 'detailed_scoring': {None: 118, -2.0: 17, -1.0: 11}}"
q12,Reason for previous question’s rating,"• Balance widely criticized; many say each update worsens fairness. [46647261, 45772139, 44504449, 44436774, 44332778]
• New heroes feel overtuned and untested, dominating matches. [45797178, 45831693, 45800021, 44272423]
• Specific OP picks called out: Arthur, Luban, Blackbeard, Captain, Ghoul. [46840402, 45077143, 44968114, 44271777]
• Certain compositions secure easy wins: Fire Mage, Treant, Brawler, Ice builds. [44094737, 46859715]
• Strategy exists, but overpowered heroes/lineups undermine competitive balance. [46859715, 45238964, 44317843, 45004495]
• Mutation/Anomaly abilities create unequal power; same hero, different strength. [46640732, 46639270, 46643397, 46643724]
• Pay-to-win progression skews balance; non-spenders lack crucial abilities. [46643724, 44572017, 44832805, 46639270, 46640732]
• Gold abilities dominate outcomes; 'Who picks gold wins.' [44678713]
• Trial tasks break balance, overshadow equipment and monsters; luck snowballs advantage. [46840402]
• Early hero choice or economy RNG often decides rankings. [44262698, 44094737]
• Attack speed spikes appear excessive and unfair. [43706891]
• Players repeatedly request nerfs to overtuned heroes. [45077143, 44968114, 44271777, 45831693]"
q13,Rate hero/team build diversity: -2 to 2 or “N/A”,"{'overall_score': 0.4, 'detailed_scoring': {None: 141, 1.0: 2, -1.0: 2, 2.0: 1}}"
q14,Reason for previous question’s rating,"• Players praise strategic, varied hero lineup combinations; ""each game feels new."" [46859715, 44317843, 44105888]
• Some report a rich card pool, high combinability, and clear counterplay. [44105888]
• Others find the hero pool small and playstyle options limited. [43783573]
• Balance concerns: overpowered builds dominate; repeated identical heroes appear in matches. [46859715, 43783573, 44317843]
• Requests for more builds and new heroes to expand strategies. [46859715, 43773981, 44317843]
• Pay-to-win perks grant extra hero choices and scouting, reducing fairness and diversity. [43783573]
• Hard-to-get or ineffective skills further limit viable build diversity. [43773981]
• Some say faction counter relationships are tight, improving team-build depth. [44105888]"
q15,Describe the secondary core loop (or “N/A”),"- Out-of-match progression with character ability development dominates the metagame. [46640995, 46644773]
- Players earn exchange points daily through play; daily cap is 150 points. [46644773]
- Redeem 4000 points for a small character; 2800 points for an attack effect. [46644773]
- Exchange 700–800 points for 500 coins to fund gacha. [46644773]
- Coins are scarce; updates only grant around 200 coins. [46644773]
- Coins fuel gacha: 1000 per single pull, 10000 per ten-pull. [46644773]
- Gacha feels stingy; multiple singles yield nothing, ten-pull gives few purples. [46644773]
- Event spending on characters and effects leaves little currency elsewhere. [46644773]
- Progress favors spenders; non-spenders grind extremely long for draws. [46640995, 46644773]
- Bounty mode is fun but consumes currency rapidly; two matches drain funds. [45238907]"
q16,"Does the secondary loop match tycoon/crafting (e.g. Township, Hay Day)? (True/False/“N/A”)","{None: 143, False: 3}"
q17,Rate simplicity of the secondary loop: -2 to 2 or “N/A”,"{'overall_score': -1.0, 'detailed_scoring': {None: 145, -1.0: 1}}"
q18,Reason for previous question’s rating,"- Secondary loop feels complex and grindy, not simple. [46644773]
- Resource scarcity (gold, points) makes progression cumbersome and slow. [46644773]
- Multiple currencies and exchange rates add confusion and friction. [46644773]
- High gacha costs hinder straightforward improvement; F2P finds it overwhelming. [46644773]
- Early ranks feel easy with bots, but long-term meta loop frustrates. [46644773]
- Player says it ""turned into out-of-match progression."" [46644773]"
q19,Rate resources earned from the secondary loop: -2 to 2 or “N/A”,"{'overall_score': -1.5, 'detailed_scoring': {None: 144, -2.0: 1, -1.0: 1}}"
q20,Reason for previous question’s rating,"- Coin income perceived very low; single pull 1000, ten-pull 10,000, hurting F2P. [46644773]
- Update rewards only ~200 coins; accumulation feels painfully slow. [46644773]
- Daily event points cap at 150; items cost 2,800–4,000 points, slowing progress. [46644773]
- 700–800 points convert to 500 coins; exchange rates feel stingy. [46644773]
- Event rewards barely cover one minor character and one attack effect. [46644773]
- Non-spenders feel progression gated; meta pushed toward out-of-match grinding/monetization. [46644773]
- New Bounty mode drains currency quickly; ""money runs out after two matches."" [45238907]
- Unlucky pulls feel punishing; scarce resources risk being wasted on undesired heroes. [46644773]"
q21,Rate frequency of content/meta updates: -2 to 2 or “N/A”,"{'overall_score': 0.36363636363636365, 'detailed_scoring': {None: 135, -1.0: 5, 2.0: 3, 1.0: 3}}"
q22,Reason for previous question’s rating,"• ""Weekly balance adjustments"" keep the meta active. [45004900]
• Balance changes arrive quickly after community feedback. [46330623]
• New content is added periodically, keeping the game fresh. [46330623]
• Each season introduces new heroes and artifacts; updates reshuffle the ladder meta. [46314256]
• Continuous additions of new playstyles and archetypes sustain long-term engagement. [46849196]
• Mobile version lags behind PC; hero release pace feels too slow. [44375843]
• Hero releases are slow; players want a faster cadence. [44332778]"
q23,Does the game have a gacha guarantee system? (True/False/“N/A”),"{None: 145, False: 1}"
q24,"Briefly describe the gacha guarantee system if answer to previous question is True, else answer “N/A”",• No reviews matched.
q25,Rate reasonableness of gacha pull price: -2 to 2 or “N/A”,"{'overall_score': -2.0, 'detailed_scoring': {None: 143, -2.0: 3}}"
q26,Reason for previous question’s rating,"- Pulls cost 1,000 coins single, 10,000 coins ten-pull; earnings tiny; F2P can't afford. [46644773]
- Very slow coin gains: 200 per update; events prioritize other items; ten-pulls take ages. [46644773]
- Reported poor outcomes: six singles nothing; one ten-pull only two purples. [46644773]
- About 20,000 needed to max new skills; pricing viewed as excessive. [46640732]
- Recharge bonuses are stingy, hurting value perception for pulls. [44739854]"
q27,Rate major feature access for non-paying users: -2 to 2 or “N/A”,"{'overall_score': -1.3571428571428572, 'detailed_scoring': {None: 132, -2.0: 9, -1.0: 3, 1.0: 2}}"
q28,Reason for previous question’s rating,"• Advanced ability system favors spenders; free players lack high-tier abilities and power. [46639270, 46640394, 46642283, 46643724]
• Monthly/privilege cards unlock extra hero choices; non-payers cannot access these selection advantages. [46643724, 43783573, 46132231, 44572017]
• Privilege card also reveals opponents’ builds; free players miss this information feature. [43783573]
• Currency income is very low; gacha costs block free players from acquiring desired heroes/abilities. [46644773]
• Shop heroes are expensive; non-payers struggle to obtain or try all heroes. [46132231, 46371182]
• Events and updates grant minimal coins, delaying F2P access to major draws. [46644773]
• Some heroes or privileges are not universally selectable, implying pay-gated access. [46371182]
• Paid collectible offers nine-choice selection; free players lack equivalent options. [43773334]
• Many feel it’s ""pay to win""; non-payers aren’t playing the same game. [43783573, 46640394, 46643724, 46642283]
• Earlier stages felt fair for F2P; later updates added pay-gated systems. [45588034, 45004900, 44246669, 46639270]
• Recent shift to out-of-match progression intensifies grind; non-spenders fall behind. [46644773, 46640995]"
q29,"Rate spending pressure: -2 (heavy/annoying) to 2 (elegant/subtle), or “N/A”","{'overall_score': -1.608695652173913, 'detailed_scoring': {None: 123, -2.0: 18, -1.0: 3, 1.0: 2}}"
q30,Reason for previous question’s rating,"• Strong consensus: game is pay-to-win; spending alters in-match stats and mechanics. [46642283, 46640394, 43783573]
• New abilities system demands heavy spending; hundreds not enough; about 20,000 to max. [46640394, 46640732]
• Shift from skill to out-of-match progression; non-spenders disadvantaged. [46644773, 46640995, 46639270]
• Monthly/privilege cards grant unfair advantages like extra hero choices and info. [44572017, 43783573, 46132231]
• Gacha is expensive and stingy; 1,000 single, 10,000 ten-pull; poor returns. [46644773]
• Gold is scarce; heroes and upgrades feel overpriced and slow to obtain. [45215371, 44262698, 46644773]
• Frequent new heroes perceived as paywalls; pressure to buy to compete. [45800021, 45351475, 44832805]
• Monetization reaches into stats/mechanics, not just cosmetics. [46642283, 44572017]
• Publisher history fuels fears of future aggressive monetization. [46371182]
• Minority sentiment: playable without heavy grind or spend. [45588034, 43264910]
• Aggressive monetization prompts quits and churn. [46644773, 45800021]
• iOS payment flow via WeChat feels inconvenient, reducing spend intent. [44748492]
• Compared to peers, monetization seen as more exploitative. [46643724]
• Quote: ""Pay to win."" [46640394, 43783573]"
q31,Rate quality/quantity of free rewards: -2 to 2 or “N/A”,"{'overall_score': -1.3, 'detailed_scoring': {None: 136, -2.0: 5, -1.0: 4, 1.0: 1}}"
q32,Reason for previous question’s rating,"• Free rewards feel stingy; players ask for more rewards. [46714128, 45215371]
• Coins are hard to earn; heroes feel very expensive for non-spenders. [46644773, 44262698]
• Gacha costs are high; tickets scarce; shards dilute pulls. [46644773, 46440493]
• F2P rarely afford ten-pulls; saving takes very long. [46644773]
• Update grants only 200 coins; daily activity points capped at 150. [46644773]
• Exchange prices steep; 4000 points per character, 2800 for effect. [46644773]
• Event drops feel punishing; low-probability objectives frustrate completion. [44891416, 44410048]
• Tournament betting rewards low; winnings don't cover two draws. [46314256]
• Some praise fast early resource accumulation for beginners. [45588362]
• Players request more events or ways to earn coins. [45004495]"
q33,Does the game integrate IP? (True/False if says none/“N/A” if not mentioned). Briefly describe.,"{None: 144, True: 2}"
q34,"Briefly describe the IP if answer to previous question is True, else answer “N/A”","- Inspired by Dota 2 Arcade, replicating the ""electronic cricket fighting"" custom mode. [44801925, 43783573]
- Origin explicitly linked by players to Dota 2’s Arcade custom games. [44801925, 43783573]
- Perceived as Dota 2–derived content rather than a standalone original IP. [44801925, 43783573]"
q35,Rate IP integration depth: -2 to 2 or “N/A”,"{'overall_score': 0.0, 'detailed_scoring': {None: 144, 0.0: 2}}"
q36,Reason for previous question’s rating,"- Identified by players as essentially the Dota 2 Arcade version of the game. [44801925, 43783573]
- Perceived integration depth is shallow, largely replicating the custom mode’s mechanics. [44801925, 43783573]
- Small hero pool and frequent duplicates point to limited IP content breadth. [43783573]"
q37,Rate lightness of installation file: -2 to 2 or “N/A”,"{'overall_score': None, 'detailed_scoring': {None: 146}}"
q38,Reason for previous question’s rating,• No reviews matched.
q39,Rate in-game download experience: -2 to 2 or “N/A”,"{'overall_score': None, 'detailed_scoring': {None: 146}}"
q40,Reason for previous question’s rating,• No reviews matched.
q41,Briefly list other issues (not captured by the questions above),"- Unstable connections cause lag; operations frequently delayed during matches [46849196].
- Phones overheat severely while playing; suspected background “mining” behavior [46849196, 44882493, 44783369].
- In-match shop flickers; persistent stutter remains unfixed [44897432].
- Settlement errors, failed skill triggers, unexplained silences; needs urgent bug fixes [46849196, 44059620].
- Shop refresh occasionally double-clicks unintentionally [43803593].
- Game sometimes has no sound [44421639].
- Frequent UI overhauls frustrate veterans [45740032].
- Hero portraits look AI-generated; prefer previous art [46132231].
- Battle visuals feel unsatisfying; impact could be improved [46132231].
- Promotional graphics perceived as very low quality [43104665].
- Severe rank mismatch; “Platinum 4 fights Masters daily” [44592107, 44409652, 44883133, 44248946].
- Many matches contain bots; sometimes only 2–3 real players [45772139, 43615946].
- System explicitly flags some matches as bot lobbies [46644773].
- Displayed odds feel inaccurate; extreme RNG anomalies frequently reported [44242260, 44807955, 44304139].
- Perceived arranged wins/losses and extreme RNG polarization [44628524, 44268084, 44094737].
- AFK players common; desire stronger penalties [46714128].
- Bounty mode score farming goes unchecked [45464187].
- iOS purchases redirect to WeChat; item details unclear during checkout [44748492].
- Tap login loses account; progress seemingly missing [44945518].
- Reserved but cannot enter the game; unclear access process [43567143].
- Letter-collection event is tedious and overly luck-dependent [44891416, 44410048].
- World channel begging/trading caused by event design [44410048, 44891416].
- Guides contain ads; toxic debates; bot replies reduce engagement [46314256].
- Opponents can view decks; request option to hide cards [44000738].
- New player guide insufficient; key systems poorly explained [46714128, 43685536].
- Hero selection lacks sub-faction details for beginners [45287050].
- Draft mode addition criticized as unnecessary and off-putting [46041935].
- Accusations of copying another game’s skills and effects [43691386, 46041935].
- Some skills have no effect; more QA needed [43773981]."
