q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41
43667104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The user reports frequent issues with specific events and insufficient compensation.
43585276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The user finds the game different from its promotion, leading to disappointment."
43577611,,,,,"The user describes the game as one of the most conscientious, indicating a very positive combat experience.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43564034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The user questions whether iOS and Android players are separated.
43200778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bug in main storyline chapter 2.
43199948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main storyline unplayable after first recharge.
43188737,,,,,"The game is fun, relaxing, and enjoyable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43135706,,,,,The game is described as relaxing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43037650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,App crashes after system update on OnePlus 12.
42886971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guilds do not accept inactive players.
42882999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Difficulty finding team due to low player count.
42857958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long wait times for team-based gameplay.
42825073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inheritance system issues between old and new servers.
42813113,,,,,,,,,,,-2.0,Severe imbalance in class balance.,,,,,,,,,,,,,,,,,-2.0,Heavy emphasis on spending for progression.,,,,,,,,,,,Bots and reduced rewards in game.
37677231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,Frequent changes to rewards and monetization.,,,,,,,,,,,Negative changes in rewards and monetization.
42808846,,,,,,,,,,,-2.0,Poor game balance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31088120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False advertising regarding in-game gifts.
42785710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Game bugs not optimized, focus on recharge events."
42781034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Difficulty in forming teams for daily activities.
42092915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unjustified bans and poor customer service.
42776233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,Reduced rewards and monetization changes.,,,,,,,,,,,Unfavorable changes in rewards and monetization.
42724221,,,,,The game is described as fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42718348,,,,,The game is described as enjoyable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42676747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Issues with game events.
42608641,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Non-paying users can still enjoy the game.,,,,,,,,,,,,,
42593185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unjustified bans and poor customer service.
42510266,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Non-paying users can gradually earn resources.,,,,,,,,,,,,,
34782345,,,,,,,,,,,2.0,Positive experience with class balance.,,,,,,,,,,,,,,,2.0,Non-paying users can enjoy the game.,,,,,,,,,,,,,Positive feedback on game balance and accessibility.
42485425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggestions for pet progression.
42039245,,,,,The game is fun with good art style and social features.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42036003,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Good experience for non-paying users.,,,,,,,,,,,,,
42012993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,Negative changes in rewards and monetization.,,,,,,,,,,,Issues with game updates and monetization.
41994678,,,,,The game is fun and has been enjoyable for over a year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41846040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,Insufficient free rewards.,,,,,,,,,
40778758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disappointment with gacha system and character design.
40708212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Issues with character and pet progression.
40601168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potential for IP collaborations.
40524423,,,,,"The user suggests adding more multiplayer mini-games and removing high-effort, low-reward activities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggestions for game improvement.
40520702,,,,,The user discusses the current meta and the effectiveness of certain pets and characters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discussion on meta and character effectiveness.
40519904,,,,,The user describes the effectiveness of a character's skill and the difference between free and paying players.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill effectiveness and player type differences.
40515036,,,,,The user compares the strengths of different characters and their skills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character and skill comparison.
40513215,,,,,The user describes a strategic scenario in combat involving specific characters and skills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combat strategy description.
40512076,,,,,The user describes a combat scenario and the effectiveness of certain characters and skills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combat scenario and character effectiveness.
40501509,,,,,The user discusses the advantages of level capping and resource management.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Level capping and resource management.
40509513,,,,,The user discusses cross-server competitions and the differences in pet attributes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cross-server competition and pet attribute differences.
40505301,,,,,The user describes a combat scenario involving skill prediction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combat skill prediction.
40495722,,,,,The user compares different characters and their effectiveness in combat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character effectiveness comparison.
40501082,,,,,The user expresses uncertainty about character usage and decision-making.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character usage uncertainty.
40492928,,,,,The user discusses team formation and the reluctance of players to lead teams.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Team formation and leadership reluctance.
40502453,,,,,The user expresses concern about game updates deviating from the original intent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Concern about game updates.
40491237,,,,,The user discusses the effectiveness of certain skills and character builds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill and character build effectiveness.
40494622,,,,,The user advises new players on character selection and strategy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New player advice on character selection.
40492226,,,,,The user describes their current character and strategy in the game.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character and strategy description.
40493148,,,,,The user describes a game feature and its importance in daily gameplay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Game feature importance in daily gameplay.
40496157,,,,,The user expresses appreciation for the game's art style and details.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for art style and details.
40484652,,,,,The user discusses a character's effectiveness in the current game version.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character effectiveness in current version.
40494696,,,,,The user criticizes the matchmaking system and level disparity in competitions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of matchmaking and level disparity.
40486159,,,,,The user discusses skill selection and character survivability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill selection and character survivability.
40477004,,,,,The user provides advice on equipment and resource management.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equipment and resource management advice.
40483794,,,,,The user criticizes common misconceptions about character roles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of character role misconceptions.
40486239,,,,,The user discusses the importance of understanding skills and strategy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Importance of skill understanding and strategy.
40487004,,,,,The user discusses character builds and skill effectiveness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character builds and skill effectiveness.
40474286,,,,,The user discusses the effectiveness of a combat strategy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Combat strategy effectiveness.
40473853,,,,,The user expresses enjoyment of the game and its convenience for casual play.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enjoyment and convenience for casual play.
40475482,,,,,The user provides advice on skill selection for character builds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill selection advice for character builds.
40477421,,,,,The user appreciates the game's art style and setting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for art style and setting.
40481454,,,,,The user appreciates the game's depth in character development and evolution.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for character development depth.
40481071,,,,,The user reports frequent bugs and login issues.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequent bugs and login issues.
40481066,,,,,The user reports login issues and expresses concern about game balance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Login issues and game balance concern.
40467247,,,,,The user discusses character progression and strategy in PvP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character progression and PvP strategy.
40469451,,,,,The user discusses the effectiveness of equipment and skills.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equipment and skill effectiveness.
40468160,,,,,The user discusses the strategic aspect of a character in PvP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strategic aspect of character in PvP.
40473366,,,,,The user categorizes players based on spending and time commitment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Player categorization based on spending and time.
40466212,,,,,The user criticizes the game's monetization and resource acquisition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of monetization and resource acquisition.
40458823,,,,,The user discusses character acquisition and resource management.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character acquisition and resource management.
40447825,,,,,The user appreciates the game's art and gameplay mechanics.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for art and gameplay mechanics.
40452863,,,,,The user discusses character changes and skill effectiveness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character changes and skill effectiveness.
40453378,,,,,The user appreciates the game's automation and requests more cosmetic options.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for automation and cosmetic requests.
40443821,,,,,The user expresses uncertainty about character usage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncertainty about character usage.
40443399,,,,,The user suggests improvements to cultural and character depth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggestions for cultural and character depth improvements.
40448591,,,,,The user appreciates the game's depth in character development and evolution.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for character development depth.
40450776,,,,,The user criticizes the game's monetization and resource demands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of monetization and resource demands.
40449385,,,,,The user expresses satisfaction with a recent purchase.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfaction with recent purchase.
40428802,,,,,The user discusses the randomness of skill and attribute acquisition.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Randomness of skill and attribute acquisition.
40446057,,,,,The user mentions a related comic.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mention of related comic.
40445426,,,,,The user appreciates the game's long-term playability and casual elements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for long-term playability and casual elements.
40428647,,,,,The user discusses the effectiveness of a skill in combat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill effectiveness in combat.
40418108,,,,,The user criticizes the effectiveness of certain skills and attributes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of skill and attribute effectiveness.
40412139,,,,,The user discusses the challenges of forming teams and using formations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Challenges of team formation and usage.
40410389,,,,,The user compares the effectiveness of different character builds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comparison of character build effectiveness.
40416443,,,,,The user appreciates the game's graphics and balance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for graphics and balance.
40400244,,,,,The user appreciates the game's historical elements and art style.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for historical elements and art style.
40365481,,,,,The user discusses character evolution and resource management.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character evolution and resource management.
40363296,,,,,The user suggests more flexible gameplay options.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggestion for flexible gameplay options.
40366895,,,,,The user criticizes the game's demands on time and money.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of time and money demands.
40340137,,,,,The user appreciates the game's art and plays casually.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for art and casual play.
40356805,,,,,The user appreciates game improvements and suggests further reduction in tasks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for improvements and task reduction suggestion.
40307701,,,,,The user describes the game as a simple pet-catching RPG.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Description of game as simple RPG.
40343973,,,,,The user asks for help with game navigation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Request for help with game navigation.
40343361,,,,,The user criticizes in-game promotions and suggests improvements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of promotions and improvement suggestions.
40305655,,,,,The user discusses the effectiveness of a skill and its priority.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill effectiveness and priority discussion.
35893937,,,,,The user questions a recent game update and its impact on gameplay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questioning of game update impact.
40335578,,,,,The user questions character design choices.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questioning of character design choices.
40324728,,,,,The user appreciates the game's vertical screen design.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for vertical screen design.
40255067,,,,,The user suggests more weekend activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggestion for more weekend activities.
40249091,,,,,The user compares the game to another popular game.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comparison to another popular game.
40214074,,,,,The user appreciates the game's quest design and storytelling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for quest design and storytelling.
40212003,,,,,The user discusses the effectiveness of certain skills and characters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Effectiveness of skills and characters.
40170610,,,,,The user discusses skill and character management.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill and character management discussion.
40159832,,,,,The user discusses resource management and spending strategy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Resource management and spending strategy.
40160360,,,,,The user suggests improvements to game exploration and rewards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggestion for exploration and rewards improvement.
40135346,,,,,The user discusses the benefits of a subscription and resource management.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subscription benefits and resource management.
34687307,,,,,The user criticizes the abundance of scheduled activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of scheduled activities.
40149273,,,,,The user appreciates the game's art but criticizes task length.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for art and task length criticism.
40137865,,,,,The user criticizes the game's monetization and time demands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of monetization and time demands.
40127813,,,,,The user discusses character effectiveness in combat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character effectiveness in combat.
34543621,,,,,The user criticizes the game's reliance on team play.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of team play reliance.
40126854,,,,,The user advises caution in resource management.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Caution in resource management advice.
40093884,,,,,The user discusses skill effectiveness in combat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skill effectiveness in combat.
40100886,,,,,The user criticizes the game's social and difficulty aspects.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of social and difficulty aspects.
40090999,,,,,The user criticizes the auction house system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of auction house system.
40087418,,,,,The user finds the game suitable for casual play.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suitability for casual play.
40083800,,,,,The user appreciates the game's convenience and casual nature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for convenience and casual nature.
40047033,,,,,The user discusses equipment attributes and their impact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discussion of equipment attributes impact.
40079156,,,,,The user advises perseverance in gameplay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advice for perseverance in gameplay.
40078291,,,,,The user criticizes the game's demands on time and money.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of time and money demands.
40078239,,,,,The user criticizes the game's progression and monetization.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticism of progression and monetization.
40068459,,,,,The user appreciates the game's art and character design.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for art and character design.
40068075,,,,,The user appreciates the game's art and suggests improvements to gacha rates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appreciation for art and gacha rate suggestion.
40067727,,,,,The user expresses overall satisfaction with the game.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall satisfaction with the game.
40053384,,,,,The user suggests more consideration for player schedules.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggestion for player schedule consideration.
40026386,,,,,The user expresses satisfaction with the game.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfaction with the game.
