review_id,sensitive_content,sensitive_content_list,sensitive_content_rating,sensitive_content_rating_reason,core_combat_mechanics_description,combat_satisfaction_rating,combat_satisfaction_rating_reason,strategic_tactical_depth_rating,strategic_tactical_depth_rating_reason,hero_team_setup_diversity_rating,hero_team_setup_diversity_rating_reason,game_progression_experience_rating,game_progression_experience_rating_reason,hero_leveling_path_openness_rating,hero_leveling_path_openness_rating_reason,game_mode_variety_rating,game_mode_variety_rating_reason,secondary_core_loop_description,secondary_core_loop_being_tycoon_crafting,secondary_core_loop_simplicity_rating,secondary_core_loop_simplicity_rating_reason,abundance_of_resources_earned_from_secondary_core_loop_rating,abundance_of_resources_earned_from_secondary_core_loop_rating_reason,ease_of_game_control_rating,ease_of_game_control_rating_reason,player_engagement_events_frequency_rating,player_engagement_events_frequency_rating_reason,player_engagement_events_diversity_rating,player_engagement_events_diversity_rating_reason,daily_weekly_missions_login_incentives_effectiveness_rating,daily_weekly_missions_login_incentives_effectiveness_rating_reason,new_content_and_meta_evolving_frequency_rating,new_content_and_meta_evolving_frequency_rating_reason,gacha_guarantee_mechanism,gacha_guarantee_mechanism_description,gacha_pull_price_reasonableness_rating,gacha_pull_price_reasonableness_rating_reason,availability_of_major_features_to_non_paying_user_rating,availability_of_major_features_to_non_paying_user_rating_reason,pressure_for_spending_rating,pressure_for_spending_rating_reason,abundance_and_meaningfulness_of_free_rewards_rating,abundance_and_meaningfulness_of_free_rewards_rating_reason,clarity_and_intuitiveness_of_menus_and_ui_interactions_rating,clarity_and_intuitiveness_of_menus_and_ui_interactions_rating_reason,clarity_of_gameplay_explanation_by_the_tutorial_rating,clarity_of_gameplay_explanation_by_the_tutorial_rating_reason,polish_and_coherence_of_art_style_rating,polish_and_coherence_of_art_style_rating_reason,satisfaction_and_clarity_of_animation_rating,satisfaction_and_clarity_of_animation_rating_reason,quality_of_sound_effect_bgm_voice_rating,quality_of_sound_effect_bgm_voice_rating_reason,abundance_of_cooperative_social_function_rating,abundance_of_cooperative_social_function_rating_reason,abundance_of_competitive_social_function_rating,abundance_of_competitive_social_function_rating_reason,ip_integration_faithfulness_and_authenticity_rating,ip_integration_faithfulness_and_authenticity_rating_reason,depth_of_IP_integration_rating,depth_of_IP_integration_rating_reason,lightness_of_installation_file_rating,lightness_of_installation_file_rating_reason,ingame_downloading_experience_rating,ingame_downloading_experience_rating_reason
44475749,False,N/A,0,The review does not mention any sensitive content.,N/A,0,The review does not mention combat satisfaction.,0,The review does not mention strategic or tactical depth.,0,The review does not mention hero team setup diversity.,0,The review does not mention game progression.,0,The review does not mention hero leveling paths.,0,The review does not mention game mode variety.,N/A,N/A,N/A,N/A,N/A,N/A,0,The review does not mention game control.,0,The review does not mention player engagement events.,0,The review does not mention player engagement events.,0,The review does not mention daily or weekly missions.,0,The review does not mention new content or meta evolution.,False,N/A,N/A,N/A,0,The review does not mention features for non-paying users.,0,The review does not mention pressure for spending.,0,The review does not mention free rewards.,0,The review does not mention menus or UI.,0,The review does not mention the tutorial.,0,The review does not mention art style.,0,The review does not mention animation.,0,The review does not mention sound effects or music.,0,The review does not mention cooperative social functions.,0,The review does not mention competitive social functions.,N/A,The review does not mention IP integration.,N/A,The review does not mention IP integration.,0,The review does not mention the installation file.,0,The review does not mention the in-game downloading experience.
44471174,False,N/A,0,The review does not mention any sensitive content.,The review mentions the game is a turn-based mobile game.,2,The review states it is the best turn-based mobile game.,0,The review does not mention strategic or tactical depth.,0,The review does not mention hero team setup diversity.,2,The review expresses high satisfaction with the game.,0,The review does not mention hero leveling paths.,0,The review does not mention game mode variety.,N/A,N/A,N/A,N/A,N/A,N/A,0,The review does not mention game control.,0,The review does not mention player engagement events.,0,The review does not mention player engagement events.,0,The review does not mention daily or weekly missions.,0,The review does not mention new content or meta evolution.,False,N/A,N/A,N/A,0,The review does not mention features for non-paying users.,0,The review does not mention pressure for spending.,0,The review does not mention free rewards.,0,The review does not mention menus or UI.,0,The review does not mention the tutorial.,0,The review does not mention art style.,0,The review does not mention animation.,0,The review does not mention sound effects or music.,0,The review does not mention cooperative social functions.,0,The review does not mention competitive social functions.,N/A,The review does not mention IP integration.,N/A,The review does not mention IP integration.,0,The review does not mention the installation file.,0,The review does not mention the in-game downloading experience.
42881638,False,N/A,0,The review does not mention any sensitive content.,The review mentions combat in terms of difficulty and pay-to-win aspects.,-2,The review expresses dissatisfaction with the game's pay-to-win mechanics.,-1,The review implies a lack of strategic depth due to pay-to-win mechanics.,0,The review does not mention hero team setup diversity.,-2,The review expresses dissatisfaction with the game's progression due to pay-to-win mechanics.,0,The review does not mention hero leveling paths.,0,The review does not mention game mode variety.,N/A,N/A,N/A,N/A,N/A,N/A,0,The review does not mention game control.,0,The review does not mention player engagement events.,0,The review does not mention player engagement events.,0,The review does not mention daily or weekly missions.,0,The review does not mention new content or meta evolution.,False,N/A,N/A,N/A,-2,The review expresses dissatisfaction with the availability of features to non-paying users.,-2,The review expresses dissatisfaction with the game's pressure to spend.,0,The review does not mention free rewards.,0,The review does not mention menus or UI.,0,The review does not mention the tutorial.,0,The review does not mention art style.,0,The review does not mention animation.,0,The review does not mention sound effects or music.,0,The review does not mention cooperative social functions.,0,The review does not mention competitive social functions.,N/A,The review does not mention IP integration.,N/A,The review does not mention IP integration.,0,The review does not mention the installation file.,0,The review does not mention the in-game downloading experience.
44466854,False,N/A,0,The review does not mention any sensitive content.,N/A,1,The review mentions the game is good and can be played for free.,0,The review does not mention strategic or tactical depth.,0,The review does not mention hero team setup diversity.,1,The review mentions a positive experience with the game.,0,The review does not mention hero leveling paths.,0,The review does not mention game mode variety.,N/A,N/A,N/A,N/A,N/A,N/A,0,The review does not mention game control.,0,The review does not mention player engagement events.,0,The review does not mention player engagement events.,0,The review does not mention daily or weekly missions.,0,The review does not mention new content or meta evolution.,False,N/A,N/A,N/A,1,The review mentions the game can be played for free.,0,The review does not mention pressure for spending.,0,The review does not mention free rewards.,0,The review does not mention menus or UI.,0,The review does not mention the tutorial.,0,The review does not mention art style.,0,The review does not mention animation.,0,The review does not mention sound effects or music.,0,The review does not mention cooperative social functions.,0,The review does not mention competitive social functions.,N/A,The review does not mention IP integration.,N/A,The review does not mention IP integration.,0,The review does not mention the installation file.,0,The review does not mention the in-game downloading experience.
44145371,N/A,N/A,N/A,N/A,"The review suggests that the game involves strategic planning regarding skill allocation and transformation of characters, particularly focusing on the transition from normal to poison-based gameplay.",N/A,N/A,1,"The review indicates a need for strategic planning in skill allocation and transformation, suggesting some depth in tactical decision-making.",N/A,N/A,N/A,N/A,1,"The review mentions the ability to change gameplay style from normal to poison, indicating some openness in hero development paths.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44142243,N/A,N/A,N/A,N/A,"The review suggests that the game involves character selection and team composition, with a focus on speed and support roles.",N/A,N/A,1,The review indicates some level of strategic planning in team composition and character selection.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44141165,N/A,N/A,N/A,N/A,"The game involves various activities and daily tasks, with a focus on pet development and resource management.",1,"The review mentions a variety of gameplay activities and a desire for more engaging combat features, indicating some satisfaction.",1,"The review suggests strategic planning in pet development and resource management, indicating some depth.",N/A,N/A,1,The review indicates a positive progression experience with various activities and resource management.,N/A,N/A,1,"The review mentions a variety of gameplay activities, indicating some variety in game modes.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,"The review mentions frequent events and activities, indicating a positive frequency of engagement events.",1,"The review suggests a variety of events and activities, indicating some diversity.",1,"The review indicates that daily tasks and activities are engaging, suggesting effective incentives.",N/A,N/A,N/A,N/A,N/A,N/A,1,"The review suggests that non-paying users can enjoy the game, indicating good availability of features.",0,The review mentions some spending pressure but also indicates that non-paying users can enjoy the game.,1,The review suggests that free rewards are meaningful and contribute to gameplay.,N/A,N/A,N/A,N/A,0,"The review mentions some issues with graphics and optimization, indicating a neutral rating.",0,"The review mentions some issues with graphics and optimization, indicating a neutral rating.",-1,"The review mentions issues with sound effects and music, indicating a negative rating.",1,"The review suggests that the game is friendly to non-paying users, indicating good social features.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44136482,N/A,N/A,N/A,N/A,"The review describes a passive gameplay style where players can automate actions after initial setup, particularly in team-based scenarios.",0,"The review suggests a neutral satisfaction with combat, as it describes a passive, automated gameplay style.",0,"The review indicates a lack of depth due to the passive nature of the gameplay, suggesting a neutral rating.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44133691,N/A,N/A,N/A,N/A,N/A,2,"The review expresses a positive experience with the game's art style and gameplay, indicating high satisfaction.",N/A,N/A,N/A,N/A,2,"The review expresses a positive experience with the game's art style and gameplay, indicating high satisfaction.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,"The review expresses a positive experience with the game's art style, indicating high satisfaction.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44133289,N/A,N/A,N/A,N/A,The review suggests a focus on resource management and strategic planning regarding the use of items like amulets.,N/A,N/A,1,The review indicates some level of strategic planning in resource management and item usage.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44126868,N/A,N/A,N/A,N/A,"The review suggests a focus on character roles and skill management, particularly in terms of speed and physical attack.",N/A,N/A,1,The review indicates some level of strategic planning in character roles and skill management.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44126100,N/A,N/A,N/A,N/A,"The review suggests a focus on team composition and character roles, particularly in terms of class selection and strategic planning.",N/A,N/A,1,The review indicates some level of strategic planning in team composition and class selection.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44123723,N/A,N/A,N/A,N/A,N/A,1,"The review mentions positive changes and a comfortable experience, indicating satisfaction.",N/A,N/A,N/A,N/A,1,"The review mentions positive changes and a comfortable experience, indicating satisfaction.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44123692,N/A,N/A,N/A,N/A,"The review suggests issues with skill activation and competitive gameplay, indicating a focus on skill management and competition.",-1,"The review mentions issues with skill activation and bugs, indicating dissatisfaction with combat.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2,"The review mentions a high level of spending pressure, indicating dissatisfaction.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44123036,N/A,N/A,N/A,N/A,"The review suggests a focus on team composition and strategic planning, particularly in terms of pet configuration and team coordination.",N/A,N/A,1,The review indicates some level of strategic planning in team composition and coordination.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44112790,N/A,N/A,N/A,N/A,"The review suggests a focus on character progression and resource management, particularly in terms of skill upgrades and item usage.",N/A,N/A,1,The review indicates some level of strategic planning in character progression and resource management.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44106152,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
44105325,N/A,N/A,N/A,N/A,"The review suggests a focus on character roles and progression, particularly in terms of skill management and team composition.",N/A,N/A,1,The review indicates some level of strategic planning in character roles and progression.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
