question_code,question_content,synthesis_answer
q11,Rate hero balance: -2 to 2 or “N/A”,"{'overall_score': -0.96, 'detailed_scoring': {None: 1603, -1.0: 18, -2.0: 4, 1.0: 2, 0.0: 1}}"
q12,Reason for previous question’s rating,"- Healing and shielding feel weak; heals outpaced by damage; shielders lack durability. [39837747, 28808204]
- Mixed views on six-star balance: some overpowered, others underwhelming. [39814193, 39770358]
- Red T0 required for good experience; most gold cards feel useless. [39737756]
- Overall balance acceptable; only a few red units considered weak. [39732859]
- Featured UP T-shaped Painting criticized as weak and misaligned with role. [39665224]
- Star-up scaling eclipses rarity; high-star blues outstat low-star reds. [39662444]
- Leveling costs illogical; lower rarity demands similar or more resources for less growth. [39666908]
- Perceived gender bias conflicting: some say males stronger; others say weak and few. [39719814, 39696607]
- Skills feel homogenized; high and low rarities lack differentiation. [39707023, 39783168]
- Tanks/guard classes feel underpowered or purposeless. [26887984, 28777963, 28808204]
- Lightguard unit type viewed as overtuned without counterattacks. [26843108]
- Sniper aim mechanic punishes mobility; reduces viability. [26907910, 26830195]
- Specific kits criticized: Fuchai Spear passive, Mao Gong Ding weak vs Liu Jin, Yue Sword underwhelming. [26912834, 26907910]
- Enemies overtuned; speedy mobs and numeric checks overshadow strategy. [39664928, 39677434]
- Some claim ""reds worse than golds"" in actual use. [28808204, 39665224]"
q13,Rate hero/team build diversity: -2 to 2 or “N/A”,"{'overall_score': -0.8, 'detailed_scoring': {None: 1613, -1.0: 13, 0.0: 1, 1.0: 1}}"
q14,Reason for previous question’s rating,"• Late-game team-building is somewhat fun; six-unit squads show synergy potential. [39814193, 39732859]
• Current synergies are scarce; ""everyone fights their own battles."" [39732859]
• A few specific pair synergies exist, but are limited. [39732859]
• Skills feel homogenized; characters lack distinctive mechanics. [28728357, 28737313, 26830762]
• Many same-class skills overlap, reducing roster uniqueness. [26780264, 26887984, 26833418]
• Role distinctions blur; some classes feel redundant or weak. [28808204, 26887984, 26902586]
• Shooter aiming mechanic hurts viability and flexibility. [26907910]
• Tanks/Guardians’ impact unclear; blocking/reliability criticized. [28808204, 26887984, 26907910]
• Mixed rarity perceptions: some see little difference across stars. [39707023]
• Others report six-stars overpowering, encouraging straightforward builds. [39814193]
• Several high-rarity units underperform versus lower-rarity options. [28808204, 26907910]
• Stage terrain restricts viable lineups and deployment. [39814193]
• Early resource scarcity locks players into fixed teams. [26907910]
• Making class skills active reduces build flexibility. [28744313]
• Inter-character synergy currently feels minimal. [39664657, 39699931]
• Players expect more synergy with AI improvements. [39732859]"
q15,Describe the secondary core loop (or “N/A”),"- Stamina-gated material runs drive Exams and level-cap breakthroughs at 15/30/50/70/100. [39690127, 26831904]
- Skills and attribute nodes share scarce mats, making six-unit teams costly to raise. [39692377, 39690127]
- After first clear, commission auto-runs stages with 6–8x rewards; no true sweep. [39665173, 39662884]
- Commission battles still play out in real time, extending farming time. [39662722, 39662884]
- Weapons: craft via timed orders, roll random substats, upgrade at thresholds. [39681459, 39665173]
- Disassemble weapons for materials, exchange to ascend weapon stars. [28726311, 39692377]
- Affinity and tea room interactions raise stats; base is mostly processing and affection. [39690127, 28726311]
- Dispatch missions generate stamps/currency, then shop exchanges supply upgrade materials. [39668892, 39665977]
- Weekly Winter Valley: limited unit usage, multiple squads required, unique-currency shop. [39717334, 39669068]
- Events run token-shop grinds; some tasks gate progress behind pulls or boss clears. [39681459, 39668892]
- Mini-games (2048, Four-in-a-row) grant one-time pulls; difficulty often frustrating. [39692377, 39664438]
- Gacha loop: earn tickets via dailies/events/shops; duplicates power up constellations. [40328409, 39690127]
- Post-clear auto struggles with hidden objectives; manual runs needed for perfect clears. [39727721, 39663393]
- Monthly resource shops offer limited extra pulls and materials. [39665977, 39665173]
- Production timers and mini-games extend online time for small rewards. [39664438, 39690127]"
q16,"Does the secondary loop match tycoon/crafting (e.g. Township, Hay Day)? (True/False/“N/A”)","{None: 1602, False: 24, True: 2}"
q17,Rate simplicity of the secondary loop: -2 to 2 or “N/A”,"{'overall_score': 0.03125, 'detailed_scoring': {None: 1596, -1.0: 13, 1.0: 10, 0.0: 5, 2.0: 3, -2.0: 1}}"
q18,Reason for previous question’s rating,"• Progression is overly complex and grindy, with many layers (skills, weapons, exams, stars, affection). [39760902, 39729517, 39665173, 39662444, 39662884, 28734647]
• Weapon system’s random substats and crafting timers feel convoluted; compared to relic grinding, a bottomless pit. [39760902, 39683472, 39677074, 39665977, 26831904, 28726311]
• Scarce stamina and time-gated loops increase friction; routine tasks feel punishing and unsimple. [39677074, 39668892, 39665173, 39665043, 39690127, 28734647]
• Missing sweep/skip and slow automation make farming repetitive, hurting simplicity. [28724797, 26831904, 39662884, 39664438, 28726311]
• UI and menus feel cluttered; many request simplification and clearer indicators. [39727721, 39729517, 28754036, 26830956]
• Minigames (2048, four-in-a-row) are too hard or unrewarding, adding frustration. [39692377, 39669068, 39690127, 39691156, 39681459, 39664438]
• Base/dispatch and production systems feel shallow yet time-consuming. [39717334, 39690127, 39729517, 39664438]
• Events and weeklies demand excessive roster/effort; perceived unfriendly to early players. [39669068, 39717334, 39681459, 39664438]
• Auto-battle AI is weak; full-star conditions feel fiddly and stressful. [39665043, 39727721, 39681459]
• Some consider progression manageable despite slight cumbersomeness. [39732859, 39663393, 39693237]
• A few praise post-clear delegation with multi-rate rewards as acceptable alternative to sweep. [39663393, 39665173]
• Daily tasks feel excessive and click-heavy, reducing simplicity. [39729517]"
q19,Rate resources earned from the secondary loop: -2 to 2 or “N/A”,"{'overall_score': -0.6111111111111112, 'detailed_scoring': {None: 1610, -1.0: 14, 1.0: 3, 0.0: 1}}"
q20,Reason for previous question’s rating,"- Energy/stamina is stingy; farming materials and weapons is constrained. [39760902, 39690127, 28726311]
- Daily resource income is low; progression feels starved. [39690127]
- Material drop rates in resource stages feel low for costs. [26833418, 28726311, 26831904]
- Upgrading one team demands excessive materials and repeated runs. [26831904, 28726311, 39683472]
- Manufacturing/weapon crafting is slow; rewards too small. [39729517, 39664438, 28726311]
- Dispatch/base yields are slow and limited; feel unrewarding. [39664438, 39683472]
- Dispatch can yield high-rarity items, a rare positive. [39671584]
- Minigame rewards are minimal or time-consuming per pull. [39669068, 39681459, 39717334]
- Minigame rewards are ""one-time""; no repeat incentive. [39692377]
- Winter tournament gives few pulls; special currency exchange praised. [39717334]
- Winter tournament weekly feels unfinishable; rewards inaccessible. [39669068]
- Activities demand heavy effort for scant tokens. [39690127]
- Event shop praised as generous and cleanly segmented by type. [39668892]
- Other events considered stingy; tokens far from major rewards. [39690127]
- Resource shop offers currency-for-pulls/skins flexibility; add stamina pots. [39665977]
- Newbie welfare is generous; many early pulls available. [40328409, 39677074]
- Long-term activity grants 160 skin tickets free. [40328409]
- Refinement at level 60 grants a free portrait skin. [40328409]
- Exploration “mooncake” currency scarce; limits collection. [28726311]"
q21,Rate frequency of content/meta updates: -2 to 2 or “N/A”,"{'overall_score': 0.75, 'detailed_scoring': {None: 1620, 1.0: 4, -1.0: 2, 2.0: 2}}"
q22,Reason for previous question’s rating,"- Developers quickly adjust content after criticism; ""quickly changed the approach."" [40328409]
- Many pain points were addressed by public test, showing responsive iteration. [39662956]
- Large changes between tests suggest an active, frequent update cadence. [28726311, 26829054]
- New features and activities added by second test imply steady content updates. [26854371, 26829054]
- Some report slow reactions to launch issues and bug fixes. [39658428, 39658690]
- Perceived inconsistency: fast event tweaks, but slow early technical fixes. [40328409, 39658428]
- Event rollout occurred soon after mention, indicating timely scheduling. [28726311]"
q23,Does the game have a gacha guarantee system? (True/False/“N/A”),"{None: 1550, True: 70, False: 8}"
q24,"Briefly describe the gacha guarantee system if answer to previous question is True, else answer “N/A”","- Base SSR rate 2.5%; soft pity increases after 50, red guaranteed by 70. [39671250, 39657649, 39659184]
- UP chance on SSR hits reportedly 50%. [39657649, 39659654]
- No “guaranteed UP after a miss”; frequent off-banners. [39690126, 39737756]
- Hard pity lets you exchange one UP at 180 pulls. [39690139, 39659654, 39659345]
- Some players reported a 160 hard pity during tests. [40328409, 39655953]
- Pity resets when any SSR appears. [39690139]

- Pity/progress often not shared across banners; not inherited. [39721498, 39662232]
- Some expect dual-UP banners to share progress in future. [28770756]
- Banner ends convert leftover progress into shop currency. [39721498, 39690126]
- Conflicting reports: some saw “no small/big pity,” only 160 select-UP. [39655953, 39725928]

- Newbie pool guarantees an SSR within 40 pulls; ends if obtained early. [39655767]
- Test banners commonly had two concurrent UP characters. [39679695, 39662533]
- Gold rarity can upgrade to red during reveal. [39663058, 39655953]
- No separate weapon gacha pool reported. [39671250, 39661285]"
q25,Rate reasonableness of gacha pull price: -2 to 2 or “N/A”,"{'overall_score': -1.2380952380952381, 'detailed_scoring': {None: 1586, -2.0: 21, -1.0: 13, 0.0: 5, 1.0: 3}}"
q26,Reason for previous question’s rating,"- Typical price reported: 15–18 RMB per pull; three paid stones per pull. ""About 15–16 RMB per pull."" [39655767, 39649818, 39660826, 39656950]
- 648 top-up lowers effective price to ~15 RMB per pull. [39649818, 39659284]
- Some report bundle deals near ~10 RMB per pull, still seen pricey. [39664050]
- Many perceive pull price as expensive or unreasonable. [39667078, 39657999, 39658297, 39655675]
- A few consider pricing market-typical or cheaper than peers. [39655767, 39656815, 39661285]
- High 180-pity with no carryover worsens value perception of pulls. [39689223, 39691908, 39690139, 39668581]
- Limited free income intensifies cost concerns for F2P players. [39672733, 39660826, 39658297]
- Some think overall value acceptable due to no weapon banner. [39661285, 39671250]"
q27,Rate major feature access for non-paying users: -2 to 2 or “N/A”,"{'overall_score': 0.6428571428571429, 'detailed_scoring': {None: 1614, 2.0: 5, 1.0: 5, -2.0: 2, -1.0: 2}}"
q28,Reason for previous question’s rating,"• New players receive roughly 200 free pulls from early missions. [40328409]
• Events provide a freely usable red-tier character. [40328409]
• Skins can be earned for free via tickets or grinding. [42929067, 39666935, 40328409, 39660826]
• One free refinement skin at level 60; year-long event grants 160 skin tickets. [40328409]
• Many F2P progress fine through grinding; spending not required. [39972388, 39732679, 39724253, 39659712, 26829138]
• Some feel F2P is unplayable due to stamina and resource scarcity. [39731043, 39656455]
• Stamina is widely viewed as insufficient, restricting F2P playtime. [39677074, 39666935, 28754036]
• Gacha rates perceived as decent by several F2P players. [39972388, 39724253, 42929067]
• Pity criticized: no true hard pity, only spark system. [39665173, 39677074]
• Conflicting reports claim 70 soft pity and 160 hard pity. [40328409]
• Free premium currency from stage clears; better saved for skins than pulls. [39660826]
• Welfare considered decent, but F2P must plan banners carefully. [39665173, 39724253]
• Auto and post-clear idle multipliers accessible; many stages support auto/AFK. [39665173, 42929067]"
q29,"Rate spending pressure: -2 (heavy/annoying) to 2 (elegant/subtle), or “N/A”","{'overall_score': -1.0754716981132075, 'detailed_scoring': {None: 1575, -1.0: 32, -2.0: 15, 1.0: 5, 0.0: 1}}"
q30,Reason for previous question’s rating,"- 180-pity/well widely criticized as excessive. [39662533, 39668581, 39665173, 39659654]
- Some mention 160 big pity and 70 soft pity. [40328409, 28770756]
- Pity/well progress not inheriting between banners frustrates players. [39662232, 39770358, 39692377]
- Frequent off-banner results; requests “next must be UP” guarantee. [39737756, 39664657, 39720251, 39655740]
- Some praise rates and abundant early pulls. [42929067, 40328409, 39677074, 39659712]
- Daily/weekly pull income perceived as low. [39656860, 39679260]
- F2P monthly pulls estimated around 20–26. [39665120, 39660826]
- Test reportedly gave only ~20 pulls; multiple limited banners strain resources. [39657408, 39704379]
- Simultaneous limited banners amplify spending pressure. [39704379, 39657408]
- Constellation/duplicate system gives big power; seen as pay pressure. [39661166, 39664928]
- “Seven copies for full power” criticized as demanding. [39666477]
- Duplicate pass system viewed expensive and time-gated. [39657270]
- Random-stat weapons add endless grind and cost pressure. [39760902, 39660533, 39692377]
- Stamina is tight; material drops stingy, nudging spending on refills. [39677074, 39885891, 28796761, 28754036]
- Some feel non-spenders “can’t play comfortably.” [39731043, 39656455, 39662334]
- Skin pricing criticized; limited preview and high stone costs. [39666908, 39885891, 39795198]
- Currency pricing seen as high (e.g., ~15 RMB per pull). [39657999, 39658769, 39658297]
- Monthly card criticized for not giving paid currency. [39655675, 39663058]
- Perception that standard banner yields worse than UP. [39731067]
- Quote: “180 pity is too harsh.” [39662533, 39668581]"
q31,Rate quality/quantity of free rewards: -2 to 2 or “N/A”,"{'overall_score': -0.2988505747126437, 'detailed_scoring': {None: 1541, -1.0: 39, 1.0: 25, -2.0: 14, 2.0: 8, 0.0: 1}}"
q32,Reason for previous question’s rating,"- Newcomer rewards considered generous; roughly 200 free pulls from story and tasks. [40328409]
- Some reported 50 free pulls without spending. [39663156, 39659551]
- About 26 free pulls monthly, excluding events. [39660826]
- Limited-banner rotation granted two free 10-pulls during test. [28770756]
- Skins obtainable for free with stage stones or tickets. [39671250, 39697988]
- Event awarded 160 skin tickets; effectively a free skin. [40328409]
- Welfare praised as generous by multiple players. [39724253, 39655819, 42929067, 39752947]
- Others felt test welfare was stingy; only ~20 pulls given. [39657408, 39670312, 39659345, 39668012]
- Daily/weekly income criticized: “150 per pull,” no daily stones. [39656860]
- Gacha resources seen as scarce or slow to accumulate. [39770358, 39665173, 39664657]
- Rewards viewed insufficient relative to stamina and upgrade costs. [39671925, 39687432, 39662334]
- Event exchanges described as very generous. [28827816, 39668892]
- Some events felt costly, e.g., 1500 stones for a costume. [39795198, 28770756]
- Requests: increase starting welfare and stable resource sources. [39669482, 28820596]
- Calls for pity/guarantee improvements to offset limited freebies. [39666477, 28748011]
- Compensation included pulls or stamina (e.g., 21 pulls, 200 stamina). [39656666, 28741486]
- Mixed sentiment: free pulls and skins versus perceived low welfare. [39665977, 39671250, 39662928]"
q33,Does the game integrate IP? (True/False if says none/“N/A” if not mentioned). Briefly describe.,"{None: 1623, True: 5}"
q34,"Briefly describe the IP if answer to previous question is True, else answer “N/A”","- Core IP anthropomorphizes Chinese cultural relics; collaboration with National Treasure TV program. [39666689, 26884571]
- Players expected relic-history narratives; got modern-world, world-saving plot instead. [39666689, 39658972]
- Specific relic characters cited: Goujian Sword, Wu King Spear, Fu Hao Owl Zun, Jin'ou Yonggu Cup. [39666689]
- Additional relic references: Birdsong Landscape Clock, Sky-blue Vase, T-shaped Silk Painting, Shangyangtai Calligraphy. [39666689]
- Some feel designs merely layer relic motifs onto generic characters. [39665487]
- Personality-history mismatches noted; e.g., Yonggu Cup lines conflict with Qianlong context. [39666689]
- Short memory episodes effectively explore relics adapting to modern roles. [39666689]
- UI and naming are heavily “guofeng” packaged, hurting readability. [39664050]
- Players want more modes reinforcing relic origins beyond combat and archives. [26884571]
- Enemies exhibit strong Chinese aesthetic, complementing the relic-themed IP. [39666689]
- Many say the relic IP is the game's only standout. [39665487]"
q35,Rate IP integration depth: -2 to 2 or “N/A”,"{'overall_score': -0.2, 'detailed_scoring': {None: 1623, -1.0: 3, 1.0: 2}}"
q36,Reason for previous question’s rating,"- Relic characterizations feel inconsistent with historical context in modern setting. [39666689]
- Example: ""wheat grows on trees"" line feels forced and uncorrected. [39666689]
- Main plot uses generic world-saving; link to relic histories is weak. [39666689, 39658972]
- Some vignettes effectively show relics adapting to modern life; more desired. [39666689]
- Suggestions for side stories reenacting eras (Wu–Yue war, Qianlong). [39666689]
- Visual designs sometimes paste relic motifs onto generic characters. [39665487]
- Overdone cultural packaging hurts readability; feels educational over entertaining. [39664050]
- Players want systems to convey relic backgrounds (quizzes, home, voice). [26884571]
- Artifact info access is obscure; current archives feel thin. [26884571]
- Relic IP perceived as the game's primary strength. [39665487]
- Some character inspirations align well with their relics. [39666689]
- Obscure names hinder accessibility; add pinyin to support learning. [39664050]
- Characters holding their own artifacts in art feels odd. [39666689]"
q37,Rate lightness of installation file: -2 to 2 or “N/A”,"{'overall_score': -1.5535714285714286, 'detailed_scoring': {None: 1572, -2.0: 31, -1.0: 25}}"
q38,Reason for previous question’s rating,"• Installation/resource packages are large (1–3+ GB), deterring downloads. [26805488, 26829469, 26828481, 39655919]
• Single install/download packages reported at 4–5 GB in cases. [39657881, 39657929]
• Additional resource updates require several more GB (3–5+ GB) after install. [39657779, 39656682, 39656524, 39655937]
• Total data usage often reaches 4–7 GB, sometimes up to 10 GB. [39656329, 39663451, 39658068]
• Heavy storage demand forced users to clear space (e.g., 6 GB). [39658079]
• Slow download speeds reported for a ~3 GB resource package. [39655919]
• Large downloads felt wasted due to registration caps and access limits. [39657298, 39657187, 39656206, 39657929]
• Pre-download seen as consuming 3–5 GB for nothing. [39655981, 39656248, 39655937]"
q39,Rate in-game download experience: -2 to 2 or “N/A”,"{'overall_score': -1.7777777777777777, 'detailed_scoring': {None: 1502, -2.0: 98, -1.0: 28}}"
q40,Reason for previous question’s rating,"- Large resource downloads (3–4 GB), plus extra in-game data after install. [39655919, 39652836, 39656682]
- Pre-download felt pointless; after downloading, registration already full. [39656274, 39655937, 39665429]
- Repair client often forces re-downloading ~3 GB, wasting data. [39656041, 39656524, 39655993]
- Download speeds slow (1–2 MB/s), causing long waits. [39655919, 39656098]
- Last-minute updates before opening made players miss registration. [39655869, 39658592]
- Multiple repeated downloads despite previous full downloads. [39656682, 39656629]
- Some reported smooth downloads later, around 30 minutes. [39660056]
- Many felt downloads wasted data; accused developers of traffic baiting. [39656087, 39655962, 39656132]
- Progress stuck at 84%–100% or black screens after downloads. [39664949, 39657110, 39658191]
- High storage burden; players cleared ~6 GB to install. [39658079]
- “You can download but not play” frustration. [39656121, 39655937]
- Pre-download SMS to users without access wasted downloads. [39656132]"
