q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41
46444719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Accuses miHoYo of serial copying (Zelda, Pokémon, now Animal Crossing)."
46444684,,,,,,,,,,,,,,,Healing art style with AC-like perspective; requests more interactive actions/emotes to enhance immersion.,,,,,,,,,,,,,,,,,,,,,,,,,,Finds the style soothing; wants richer interaction animations.
46444630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46444425,,,,,,,,,-1.0,Requests higher freedom; feels the current set of gameplay features seems too limited.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46443917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46443736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes miHoYo will set a new benchmark for farming sims; current market is filled with reskins and heavy monetization.
46443609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests more furry characters.
46443521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46443375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46443151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Survey flow causes data loss when fetching TapTap ID; asks to put ID on the first page or provide one-click copy.
46442897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46442581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,Bad gacha experiences in another miHoYo game (high pity and off-banner pulls) make them wary of spending pressure here.,,,,,,,,,,,
46442486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46442442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Character modeling/art feels too childish; embarrassed to play in front of friends.
46442349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46442268,,,Player requests no combat; prefers pure farming/building with slower day/night cycle.,,,,,,,,,,,,Farming/building with slower time flow and no combat.,,,,,,,,,,,,,,,,,,,,,,,,,,"Asks to avoid combat, stat grinding, and artifact-like systems to keep it relaxing."
46442265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,Wants a buyout model; dislikes gacha monetization.,,,,,,,,,,,
46442193,,,,,,,,,,,,,,,Farming with detailed crop models and small character actions; semi-social experience.,,,,,,,,,,,,,,,,,,,,,,,,,,Thinks the cute style fits; asks for good crop modeling and partial social features.
46442182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46442094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46441867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46441693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test sign-up requires miHoYo account and real-name; suggests recruiting on the official site if that's required.
46441656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Predicts a stitched 'miHoYo three-piece' monetization approach.,,,,,,,,,,,Says the game borrows from many titles and will add miHoYo's usual monetization.
46441596,,,,,,,,,,,,,,,One-click or blueprint-based planting automation to streamline farming setup.,,,,,,,,,,,,,,,,,,,,,,,,,,Requests a blueprint/auto-planting QoL system.
46441382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46441272,,,,,,,,,,,,,,,"Relaxed, low-grind farming/management loop with cute art.",,,,,,,,,,,,,,,,,,,,,,,,,,Hopes it's not grindy; asks about launch timing.
46441289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46440817,,,,,,,,,-1.0,Models/faces feel too cartoony; run animation looks stiff; fears a single repetitive loop and wants more varied gameplay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Critiques character look and animation; asks to expand beyond a single farming loop.
46440697,,,,,,,,,-1.0,"PV suggests low-age modeling, limited freedom, and potentially monotonous daily content.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46440692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,"Expects aggressive monetization, frequent pay events, long daily chores; vows not to play under such a model.",,,,,,,,,,,Severely criticizes expected monetization and grind.
46440676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46440497,,,,,,,,,,,,,,,,,,,,,,,True,User predicts gacha for species and planets with 90-pull 50% rate and 180-pull hard pity.,,,,,-1.0,Speculates core aspects (species/planets) are tied to gacha with pity.,,,,,,,,,,,
46440203,,,,,,,,,,,,,,,Farming with many character actions/emotes and social interactions with friends.,,,,,,,,,,,,,,,,,,,,,,,,,,Loves the art; wants more actions and friend interactions.
46440109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Believes miHoYo will outperform Heart Town; PV appears much better.
46440067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46440060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46440043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46440026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wants farming and furry content; eager for launch.
46439999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wants a stable, long-term live service; asks not to shut down quickly."
46439992,,,,,,,,,,,,,,,Interstellar travel to other planets for exploration; cooking with recipe collection and free-form crafting.,,,,,,,,,,,,,,,,,,,,,,,,,,Requests a relaxed experience and exploratory systems.
46439954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,"Asks if there will be character gacha again, implying concern about monetization.",,,,,,,,,,,
46439801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accuses the game of copying Animal Crossing and borrowing Zelda's core elements.
46439679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes for fresh mechanics and experiences in this farming-focused game.
46439526,,,,,,,,,,,,,,,House building and decoration; wants no forced social and full single-player viability.,,,,,,,,,,,,,,,,,,,,,,,,,,"Enthusiastic about building/decorating; requests optional, not mandatory, social features."
46439313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46439136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,States rewards are good and expects generous rewards based on miHoYo's track record.,,,,,,,,,
46439121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46438980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perceives it as a kids-targeted game; curious but may not play.
46438943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks whether gameplay is like Stardew Valley.
46438939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Speculates about gacha monetization for farming (characters/tools) and expresses concern.
46438826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46438824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wonders if it breaks away from the usual miHoYo formula.
46438636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46438630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests no gacha pool; prefers DLC-style purchases.
46438516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wants high freedom, slower in-game time without forced sleep, and no combat for a farming-focused experience."
46438365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks not to limit farming; willing to grind heavily.
46438363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes it is not grindy or laggy in combat like another game.
46438345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46438276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46438268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46438126,,,Trailer shows action/movement animations that look stiff.,-1.0,Requests smoother animation comparable to Genshin or ZZZ; current trailer feels rigid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46438069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks if character face customization (character creator) is available.
46438024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46437911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46437871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46437859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46437856,,,,,,,,,,,,,,,"Light life-sim/management with open-ended building/farming, social features, and pet raising.",True,1.0,Perceived as a light and comfortable experience with openness and social elements.,,,,,,,,,,,,,,,,,,,,,,,Concerns about phone performance/load; expects character creation with race selection and a pet system.
46437843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46437796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dislikes chibi (Q-style) art; prefers realistic/handsome characters.
46437733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More interested in this title than miHoYo's other new tactics game.
46437727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compares it to Animal Crossing.
46437721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
